,token,count
7955,긴장,4
7956,송영길,1
7957,어떡하다,1
7958,홍윤,5
7959,자중,3
7960,사쿠라,5
7961,히토미,1
7962,이거지,1
7963,인거냐,1
7964,발란스,1
7965,2등,2
7966,위안부,1
7967,사회생활,2
7968,거르면됨,1
7969,서인영,3
7970,사회인,1
7971,지스,1
7972,신인시절,1
7973,뮤,3
7974,야구,3
7975,수행,2
7976,다물다,2
7977,이쯤,4
7978,듬뿍,1
7979,엿먹으,1
7980,나본,1
7981,박잎선,1
7982,겄,3
7983,쿨,1
7984,더이뻣음,1
7985,심장마비,3
7986,돌연사,1
7987,신기,2
7988,성적매력,1
7989,사죄,3
7990,고개,1
7991,살짝,4
7992,피오,2
7993,최유라,1
7994,보톡스,1
7995,노소,1
7996,비비고,1
7997,왼손,1
7998,오른손,1
7999,you,1
8000,for,1
8001,sorrow,1
8002,hey,1
8003,me,1
8004,addicted,1
8005,love,1
8006,up,2
8007,waiting,1
8008,to,3
8009,divine,1
8010,levels,1
8011,wake,1
8012,brother,1
8013,!https://www1.president.go.kr/petitions/temp/70rsxh,1
8014,촉구,1
8015,행각,1
8016,이재용,2
8017,시세,2
8018,고고,1
8019,유병재,4
8020,질린다,5
8021,행시,1
8022,청구,1
8023,ㅡㅣ,1
8024,^^;;,1
8025,괴세,1
8026,;;;;;;,1
8027,고작,3
8028,판매,1
8029,띠,3
8030,해먹,4
8031,상식,4
8032,못생겻다,1
8033,조재현,11
8034,생가,2
8035,뇌,9
8036,반감,2
8037,김애경,1
8038,상화,1
8039,화만,2
8040,회춘,2
8041,새로운시작,1
8042,궁색하다,1
8043,석,7
8044,ㅂㅂ,1
8045,조충현,1
8046,한국인,5
8047,표준,2
8048,표본,3
8049,도경완,1
8050,생생,1
8051,박효신,2
8052,원조,2
8053,샤넬,1
8054,적히다,1
8055,아시,5
8056,방기,1
8057,샵,1
8058,게다,2
8059,이지혜,2
8060,도구로,1
8061,순진하다,3
8062,눈앞,1
8063,이러쿵저러쿵,3
8064,서류,1
8065,오래오래,5
8066,사시,3
8067,서먹하다,1
8068,일해,3
8069,이서준,1
8070,김현수,1
8071,무법,1
8072,제동,2
8073,서예,1
8074,한물가다,6
8075,연속,2
8076,>>>>>>>,1
8077,혜성,3
8078,>>>>>>,1
8079,동덕여대,1
8080,버는,2
8081,보장,1
8082,정신질환,2
8083,가점,1
8084,청약,1
8085,서울시,1
8086,엄두,1
8087,7~8억,1
8088,제곱,1
8089,까맣다,1
8090,현금,1
8091,투기,1
8092,서유리,1
8093,서은수,1
8094,조선인,1
8095,.............,1
8096,진도,4
8097,군더더기,1
8098,연출자,2
8099,서인국,1
8100,영웅호걸,1
8101,러하,1
8102,서준이,2
8103,승기,6
8104,효리,6
8105,소녀시대,7
8106,서현,3
8107,현숙,2
8108,무심하다,3
8109,대치,1
8110,챙,1
8111,입양,1
8112,즐떡,1
8113,선대,1
8114,헬,2
8115,원한,1
8116,대물리다,1
8117,국민성,2
8118,선임,1
8119,선미,6
8120,원더걸스,3
8121,궁리,1
8122,효도,1
8123,마임,1
8124,취지,3
8125,ㅋㅋㅋㅋㅋㄱ,1
8126,대면,3
8127,우혜우혜,1
8128,선우,1
8129,혜,4
8130,설계자,1
8131,설계,1
8132,떳따방,1
8133,쫑석,1
8134,뇬드,1
8135,쥬금,1
8136,10월,2
8137,14일,1
8138,브라가,1
8139,일루미나티,2
8140,위장,2
8141,마나,2
8142,말빨,1
8143,사해,1
8144,로해,1
8145,낙시,1
8146,외계,2
8147,상민,2
8148,힘내숑,1
8149,진우,6
8150,형철,1
8151,식사,2
8152,정장,2
8153,마법사,1
8154,오가다,1
8155,초아,1
8156,만은,2
8157,민효린,1
8158,섬나라,1
8159,모순,1
8160,지옥,4
8161,헛,1
8162,천지창조,1
8163,영접,1
8164,성경,1
8165,성광,2
8166,컷트,1
8167,금발,1
8168,모욕,1
8169,매수,1
8170,우동,4
8171,증언,2
8172,성악,1
8173,저만,1
8174,왓,1
8175,깜둥이,1
8176,엇을,1
8177,한현민,1
8178,입증,2
8179,말리다,2
8180,도우,1
8181,균형,1
8182,성현아,2
8183,20~30,1
8184,갸름하다,2
8185,성장기,2
8186,마셈,2
8187,증세,2
8188,엣날얼굴,1
8189,인조,2
8190,은근,4
8191,1000만,1
8192,판국,1
8193,수긍,1
8194,재패,1
8195,자존감,1
8196,빙상,1
8197,각자,4
8198,저절로,1
8199,세가족,1
8200,대로의,1
8201,가정사,3
8202,탄생,2
8203,달맛,1
8204,령,2
8205,세븐,2
8206,명임,1
8207,틴,4
8208,30-40,2
8209,677,1
8210,가짜,5
8211,세얼간이,1
8212,물러나다,1
8213,말좀,2
8214,박세영,1
8215,잠들다,1
8216,흐르다,8
8217,구원파,4
8218,연관,1
8219,경영,1
8220,부실,1
8221,종교의자유,1
8222,세자빈,2
8223,젤예,2
8224,무조,1
8225,차범근,1
8226,?....,3
8227,프사,1
8228,세프,1
8229,언어,1
8230,행해지다,1
8231,한가지,3
8232,퀭하,1
8233,자석,1
8234,두둑하다,1
8235,이롭다,1
8236,백인,1
8237,셋째,2
8238,앵벌이,3
8239,인종,1
8240,끔찍하다,1
8241,셔누,2
8242,뭇,1
8243,셜리만,1
8244,악풀,1
8245,느,2
8246,개비,1
8247,굶다,2
8248,챙롬들,1
8249,장도,1
8250,완전체,1
8251,유닛,1
8252,3만,1
8253,판매량,1
8254,최수영,1
8255,시리,1
8256,당기다,2
8257,동서남북,1
8258,이장,1
8259,눈꼴,1
8260,소율,2
8261,인교진,2
8262,소이현,4
8263,소인,1
8264,소재,6
8265,줄넘기,1
8266,띠용,1
8267,빌딩,2
8268,12,3
8269,소진,1
8270,소집해제,1
8271,둔갑,1
8272,전역,3
8273,신처리,1
8274,윤소이,2
8275,생모,1
8276,복선,1
8277,황후,2
8278,확행,1
8279,택,1
8280,패션센스,1
8281,소희,1
8282,속도위반,3
8283,씁쓸하다,4
8284,기쁘다,2
8285,절망,1
8286,속마음,1
8287,되셧으,1
8288,존중,4
8289,이목,1
8290,김학의,1
8291,글자,1
8292,손담비,3
8293,넘침,1
8294,사사,1
8295,틀림,1
8296,주먹질,1
8297,난중,1
8298,껀껀,1
8299,려원,1
8300,치트키,1
8301,라인업,2
8302,개폭망임,1
8303,온갓,1
8304,줄어듬,1
8305,비숫,1
8306,빨르다,1
8307,슈도,1
8308,경향,1
8309,번개,1
8310,손현주,1
8311,영광,1
8312,조현우,1
8313,황의찬,1
8314,황의조,1
8315,골잡,1
8316,키퍼,1
8317,이승우,1
8318,작업실,2
8319,대천,1
8320,이익,3
8321,원수,2
8322,떼이다,1
8323,시스타,1
8324,소유,1
8325,스섹신,1
8326,삐뚤다,1
8327,홀딱,1
8328,솔까말,2
8329,모시다,3
8330,정성,2
8331,식품,1
8332,호기심,1
8333,되돌아가다,1
8334,아홉,1
8335,솔루션,2
8336,다모,1
8337,약국,3
8338,폐,4
8339,종,1
8340,살땐,1
8341,친돈,2
8342,집시,2
8343,박정민,1
8344,10억,1
8345,준다고하면모를까,1
8346,빼놓다,1
8347,엠씨몽,3
8348,김병옥,1
8349,주도하다,1
8350,우승상금,1
8351,전액,3
8352,가만있다,3
8353,슈퍼스타,1
8354,남태훈두,1
8355,차지,1
8356,던,8
8357,가뿐하다,1
8358,스펙트럼,1
8359,“,2
8360,몹시,1
8361,조수미,1
8362,”,2
8363,주신,2
8364,맘속,2
8365,하드,4
8366,ㅇㅊ,1
8367,고상하다,1
8368,떤다,1
8369,깜,1
8370,강하늘,3
8371,강간범,1
8372,빵안,1
8373,인간취,1
8374,적지,2
8375,청초하다,1
8376,청순,2
8377,김태,1
8378,안재홍,1
8379,중고,1
8380,꺼,9
8381,훔,1
8382,무늬,1
8383,데뷔전,1
8384,바스트,1
8385,줮,1
8386,키도,2
8387,영어,4
8388,장영란,1
8389,판명,1
8390,나니,2
8391,편향,1
8392,양예원,2
8393,궁뎅,1
8394,므흣할뿐,1
8395,나보이,1
8396,신천지,3
8397,스웩있,1
8398,훈남,6
8399,오창석,14
8400,팅기다,1
8401,설화,1
8402,영화로,3
8403,몸땡,1
8404,천만,3
8405,웬만하다,3
8406,이만,2
8407,우길,2
8408,과도,1
8409,동떨어지다,1
8410,박박,1
8411,종아리,1
8412,비겁하다,1
8413,호랑이,2
8414,꼬락서니,1
8415,컨트롤,2
8416,나왓으,1
8417,정세운,1
8418,재능기부,1
8419,중이,3
8420,외압,1
8421,중국사람,1
8422,지루,1
8423,위급,1
8424,최상,1
8425,클라라,8
8426,불편,4
8427,위험,1
8428,37,1
8429,노산,2
8430,조인성,5
8431,폼,1
8432,안된딘,1
8433,어뎃노,1
8434,가늘다,3
8435,인씨,1
8436,멘트,3
8437,송민호,2
8438,넉넉하다,1
8439,골병,1
8440,설겆,1
8441,식당설겆,1
8442,왜설겆,1
8443,송,2
8444,윤형,1
8445,펜타곤,1
8446,송은이,3
8447,송이,1
8448,씬가,1
8449,송종국,4
8450,ㅛ,2
8451,지아,3
8452,년둘임,1
8453,깨뜨리다,1
8454,김칫년들,1
8455,김칫뇬들,1
8456,이보,3
8457,?!?!?!?!?!,1
8458,헬쓱,1
8459,헉,5
8460,연상녀,1
8461,팍싹,1
8462,아스,4
8463,연대기,1
8464,씌인듯,1
8465,콩깍지,1
8466,선빵,1
8467,출장,1
8468,인증샷,1
8469,중기,5
8470,칠이,1
8471,나머진,1
8472,고려,1
8473,벌칙,1
8474,면제,1
8475,그러다가,3
8476,워낙,8
8477,송찌질,1
8478,특급,2
8479,운행,1
8480,열차,1
8481,이유리,4
8482,송창의,4
8483,은혁,3
8484,채린,3
8485,유괴,1
8486,보육원,1
8487,유애,1
8488,송탈세,1
8489,송하예,1
8490,사백만,1
8491,송해굥,1
8492,1시간,1
8493,거듭,2
8494,유가,1
8495,책사,1
8496,인위,3
8497,졷망,1
8498,수금,1
8499,내막,1
8500,자세하다,2
8501,방이,2
8502,신재은,2
8503,조영구,1
8504,사교육,1
8505,트로트,2
8506,수상소감,3
8507,야담,1
8508,밥맛,3
8509,막무가내,2
8510,당일,1
8511,수아,1
8512,이를,4
8513,쫒다,2
8514,정체,2
8515,둘때메,1
8516,납치,1
8517,수영,1
8518,~~!!,2
8519,수원,1
8520,이이,1
8521,안중,1
8522,수임,2
8523,따윈,1
8524,구이,1
8525,먄,1
8526,장어,1
8527,봉태규,2
8528,저급하다,1
8529,참내,2
8530,상호,1
8531,아안,1
8532,이민호,5
8533,떠보다,1
8534,65,1
8535,수향,2
8536,인치,1
8537,콧잔등,1
8538,숙언,1
8539,숙행커플,1
8540,줄알,5
8541,근인,1
8542,촌스럽다,4
8543,순박하다,1
8544,곁,1
8545,야동,4
8546,얻지,1
8547,넘어지다,2
8548,재수,4
8549,새롬,1
8550,주정은,1
8551,술처,1
8552,수발,1
8553,숯,1
8554,중국산,1
8555,사연,1
8556,정석원,1
8557,한편,2
8558,랭킹,1
8559,슈는,1
8560,강원도,2
8561,승재,2
8562,슈돌,5
8563,슈스케,1
8564,나레이션,2
8565,^^^^^^,1
8566,스노우,4
8567,스샷,1
8568,스윙스,1
8569,기권,1
8570,도중,2
8571,슬렁슬렁,1
8572,마틴,1
8573,스탠,1
8574,스토브,1
8575,섭식장애,1
8576,스페셜,1
8577,양준혁,2
8578,스페인,2
8579,탈북,1
8580,광장,1
8581,절정,1
8582,수이,1
8583,흥미롭다,1
8584,스피카,1
8585,만성,1
8586,지정도,1
8587,슬기,1
8588,스엠화,1
8589,연극,4
8590,악화,2
8591,승관,1
8592,시급하다,2
8593,변화,2
8594,노랜,1
8595,승,7
8596,대변인,2
8597,윤총경,2
8598,나이트클럽,2
8599,^^^,1
8600,박살,2
8601,~.,1
8602,먹여주다,1
8603,통쾌하다,1
8604,승현,1
8605,행패,1
8606,ᆞᆞᆞᆞ,1
8607,개연,1
8608,유주,1
8609,뮐,1
8610,시간여행,1
8611,총장,1
8612,경찰청장,1
8613,뭡,1
8614,사항,2
8615,미묘하다,1
8616,때너,1
8617,조성모,1
8618,땐데,2
8619,신비,5
8620,노트,1
8621,..;;;,1
8622,보민,1
8623,시불,1
8624,시아버지,2
8625,시아준수,2
8626,상도,2
8627,생신,1
8628,살아봐라,1
8629,또머,1
8630,시금치,1
8631,귀머거리,2
8632,기원,3
8633,도인,1
8634,한사,1
8635,이명,1
8636,프로도,4
8637,임명,1
8638,q,1
8639,케이블,1
8640,뜻밖,1
8641,유느님,3
8642,해투,4
8643,진혁,1
8644,스윗,3
8645,윈도우,2
8646,대아,1
8647,식수,1
8648,식스센스,1
8649,신곡,1
8650,날로,1
8651,신다은,3
8652,관종끼,2
8653,심쿨,1
8654,최시원,1
8655,국회의원,2
8656,더욱더,1
8657,~**,1
8658,신동미,2
8659,동상,2
8660,이몽,2
8661,왜그레,1
8662,호소,1
8663,일케,1
8664,모함,1
8665,난밥,1
8666,신물,1
8667,신민아,2
8668,어울림,2
8669,보나,3
8670,양민,1
8671,본명,1
8672,운동화,1
8673,신발,2
8674,부스터,1
8675,꾸기다,1
8676,신봉선,3
8677,업계,1
8678,제명,1
8679,신상,3
8680,생산,1
8681,낡다,1
8682,짝짝,1
8683,신성록,2
8684,코리안,1
8685,신성일,2
8686,한상태,1
8687,침착하다,2
8688,신재민,1
8689,이광수,2
8690,대국민,2
8691,신정환,4
8692,신지,2
8693,!!!!!!!!,4
8694,신지수,1
8695,임기응변,1
8696,따라줫,1
8697,어케하,2
8698,코치,1
8699,신태용,1
8700,유종,1
8701,신품,1
8702,신해철,2
8703,신현준,1
8704,쿨케이,1
8705,주영훈,2
8706,3500만원,1
8707,신형,1
8708,인간성,2
8709,신혜,1
8710,상습범,1
8711,신혼,3
8712,일기,2
8713,떳길,1
8714,신제품,1
8715,잡것,2
8716,!!!!!!?,1
8717,마카,1
8718,귀하다,2
8719,명성,2
8720,여포,1
8721,양성,3
8722,왜곡,1
8723,몰이,2
8724,얼음,2
8725,어플,1
8726,볼일,2
8727,뒷목잡다,1
8728,우선,3
8729,노선,2
8730,실시간,4
8731,드글,1
8732,실업자,1
8733,재상,3
8734,스파이,2
8735,실장,3
8736,인맥,5
8737,루게릭병,1
8738,15일,1
8739,깎다,5
8740,이경실,2
8741,물불,1
8742,정의롭,1
8743,원자폭탄,1
8744,심뽀,2
8745,심성은,1
8746,앤데,2
8747,이이구,1
8748,훈방,1
8749,생활고,1
8750,시달리다,2
8751,심장소리,1
8752,고치,3
8753,성불,1
8754,몇개,2
8755,부과,1
8756,싱글,1
8757,확시,1
8758,홧팅,5
8759,엉덩이,2
8760,꿀렁꿀렁하,1
8761,제시,4
8762,줄줄,2
8763,자상하다,2
8764,추석,2
8765,마이웨이,1
8766,쌍방,3
8767,내려놓다,3
8768,아물다,1
8769,단계,2
8770,쌍수,3
8771,하기야,2
8772,쌍판,2
8773,갈아엎다,1
8774,쌩뚱맞,1
8775,엌,2
8776,라니,9
8777,알콜중독,1
8778,"-""",1
8779,흥민,1
8780,쏭가인,1
8781,ㅍㅎ,1
8782,능겨,1
8783,자동,1
8784,루저,3
8785,윤서,2
8786,유사,2
8787,좌좀,6
8788,장자연,6
8789,이미숙,1
8790,돈벌이,3
8791,합치다,2
8792,십여,1
8793,작물,1
8794,수박,1
8795,열대새,1
8796,퍼오,2
8797,만주,2
8798,뉴욕,2
8799,성가,1
8800,자수,1
8801,잼잼,1
8802,하선,1
8803,호야,1
8804,바라보다,3
8805,홍자매,2
8806,마이걸,1
8807,환상,2
8808,요런,1
8809,재간,1
8810,어쩌까,1
8811,소라게,1
8812,죽겠네,1
8813,간혹,1
8814,래전드,1
8815,진짜진짜,1
8816,얄밉다,3
8817,말년,1
8818,명때매,1
8819,결방,1
8820,스태프,1
8821,빌어,2
8822,복싱,1
8823,쪼매,1
8824,아버님,2
8825,!^,1
8826,익살스럽다,1
8827,이뽀,2
8828,아구,1
8829,공통분모,1
8830,영양식,1
8831,찌찌,1
8832,자마자,1
8833,목표,4
8834,빠쳐,1
8835,말다툼,1
8836,대니,1
8837,동반,2
8838,전복,1
8839,간편식,1
8840,짜임,1
8841,땀,1
8842,이사이,1
8843,랭,1
8844,버뮤다,1
8845,스틱,1
8846,구슬,1
8847,대안,1
8848,램프,1
8849,요술,1
8850,삼각지,1
8851,마법,1
8852,부작,1
8853,이던데,1
8854,순삭,1
8855,후속,1
8856,발린,1
8857,자두,2
8858,팬것,1
8859,편타,1
8860,사주다,4
8861,ㅡㅡㅋㅋ,1
8862,강제,3
8863,을기다렸다,1
8864,공연장,1
8865,문의,1
8866,구우우욷,1
8867,각지,1
8868,9000원,3
8869,좁히다,1
8870,으로먹는건,1
8871,형성,1
8872,무고죄,2
8873,정유미,4
8874,설령,1
8875,프러포즈,1
8876,고배,1
8877,튜닝,1
8878,이규,2
8879,장미,1
8880,김도균,1
8881,오영주,2
8882,여지,2
8883,매형,1
8884,온라인,2
8885,경비,1
8886,일정,1
8887,굴뚝,2
8888,헤헤,1
8889,헤헿,1
8890,준회,1
8891,껀덕,1
8892,기세,1
8893,쥐락펴락,1
8894,이승윤,4
8895,족속,2
8896,렉,1
8897,험하다,1
8898,드네,2
8899,며칠,3
8900,주눅,1
8901,했길레,1
8902,멀쩡하다,4
8903,멍텅,1
8904,인권,1
8905,정복,3
8906,느그,5
8907,내부,3
8908,감사,1
8909,거제시,1
8910,노조,1
8911,결탁,1
8912,비리다,2
8913,는고,2
8914,비밀,2
8915,대처,2
8916,뭉개지,1
8917,종료,3
8918,붙잡히다,1
8919,윤지성,3
8920,변비,1
8921,반증,1
8922,퀴들,1
8923,동현,1
8924,게시,2
8925,!!!!!!!!!!!!!!!,1
8926,층방,1
8927,죽겄다,1
8928,피어싱,1
8929,외동,1
8930,날짜,1
8931,도망치다,2
8932,희망,5
8933,일자,1
8934,신검,1
8935,버닝썬때문,1
8936,음모론,2
8937,지안,1
8938,입히다,2
8939,라기보단,1
8940,옹기종기,1
8941,바랬는데,2
8942,행실,3
8943,재계약,1
8944,의논,1
8945,ㅠㅠㅠㅠ,7
8946,리본,2
8947,빡세,1
8948,사이비종교,1
8949,칠성파,1
8950,양은,2
8951,뽀,1
8952,아대,2
8953,식구,2
8954,김씨,1
8955,나빠지다,3
8956,옥자,1
8957,진상,1
8958,광산김씨,1
8959,가문,1
8960,캥거루,1
8961,족,2
8962,딸바보,1
8963,~~^^;,1
8964,허쉬,1
8965,ㅋㄱㄱ,1
8966,귀염,1
8967,씩씩하다,3
8968,남보라,1
8969,아따,1
8970,전주,2
8971,컴온,1
8972,세영,1
8973,아마추어,1
8974,아시안,1
8975,대수,3
8976,원칙,2
8977,추정,1
8978,끌,3
8979,아무래도,2
8980,윤지오,2
8981,프레임,1
8982,가리키다,1
8983,허락,3
8984,슬러,1
8985,살로,1
8986,거북하다,2
8987,비우다,2
8988,....?,2
8989,어딘가,1
8990,엿같아,1
8991,성품,2
8992,ㅓㅈ,1
8993,ㄲ,2
8994,ㅕ,1
8995,표시,1
8996,치유,1
8997,젠더,2
8998,꽉,1
8999,원도,1
9000,짓뭉,1
9001,고자질,1
9002,안성훈,1
9003,임영웅,3
9004,이찬원,1
9005,조기,3
9006,댕,3
9007,메이플시럽,1
9008,난이,1
9009,가왜,2
9010,도무지,1
9011,키스신,1
9012,고래,2
9013,제안,1
9014,객,1
9015,상주,2
9016,못자다,2
9017,문상,1
9018,징징대다,4
9019,일보,1
9020,회복하다,3
9021,잠복,1
9022,대자,1
9023,날아가다,2
9024,뻘,3
9025,당가,1
9026,없슴묘,1
9027,함묘,1
9028,고은님,2
9029,코리아,2
9030,풍자,2
9031,파동,1
9032,ㅎㅎㅎㅎㅎㅎ,2
9033,아시안컵,1
9034,아아,4
9035,폭격,1
9036,야구장,1
9037,심쿵,1
9038,심장,2
9039,아앙,1
9040,소현,1
9041,간지럽다,1
9042,기모찌,1
9043,웡,1
9044,아역,2
9045,올바르다,1
9046,황천,1
9047,쪼옴,1
9048,아오,2
9049,서프라이즈,1
9050,이승훈,1
9051,아우,1
9052,차장,3
9053,!^^,1
9054,풋살,1
9055,아육대,1
9056,종목,1
9057,일지,4
9058,부러워하다,2
9059,연옌,4
9060,어유,1
9061,강동구,1
9062,내색,1
9063,독박,3
9064,심지어,3
9065,윤종신,4
9066,김국진,1
9067,어워드,1
9068,뮤직,1
9069,치고는,1
9070,노동,1
9071,발굴,1
9072,스밍,2
9073,+_+,1
9074,방향,3
9075,깊이,4
9076,타샤,2
9077,아이언맨,2
9078,여운,3
9079,오케이,2
9080,오디오,1
9081,소니,1
9082,일링,1
9083,쏠쏠하다,1
9084,못내,1
9085,귀지,4
9086,전향,1
9087,후보,3
9088,선상,1
9089,애착,1
9090,민주,2
9091,허무맹랑,1
9092,한일,3
9093,코웃음,1
9094,드니,1
9095,아이쿠,1
9096,지은이,1
9097,어루만지다,1
9098,파먹다,1
9099,바이러스,3
9100,이기주의,1
9101,매미,1
9102,ㅇㅇㅋ,1
9103,대들다,3
9104,심보,4
9105,푼,3
9106,토니안,4
9107,토씨,1
9108,내면,4
9109,앞뒤,2
9110,껓뱀이라는둥,1
9111,ㅂㄷㅂㄷ,2
9112,주접,2
9113,팩,1
9114,건전하다,1
9115,이종현,3
9116,체험,2
9117,높이,1
9118,속사정,1
9119,멍충,1
9120,양쪽,4
9121,지라,1
9122,말세,1
9123,백년,2
9124,오연서,2
9125,최진,1
9126,스폰,2
9127,엥,5
9128,아진짴,1
9129,ㅋㅋㅋㅌ,1
9130,—,1
9131,거고,1
9132,안하무인,1
9133,장디매,1
9134,킴치련,1
9135,훨훨,1
9136,인육,1
9137,악성,2
9138,추상,1
9139,쓰레긴건,1
9140,자라,4
9141,까지와,1
9142,점검,1
9143,광신도,2
9144,미개,2
9145,전과자,1
9146,간통,2
9147,다미,1
9148,태진아,2
9149,90%,1
9150,완료,1
9151,한숨,2
9152,ㅇㄱㄹㅇ,2
9153,즌라디언들,1
9154,꼴뚜기,1
9155,나아지다,1
9156,?????????????,1
9157,나랏돈,1
9158,달래다,1
9159,노안,2
9160,족치다,1
9161,르세,1
9162,꼬박,1
9163,아고라,1
9164,무관심,3
9165,집사,1
9166,가전제품,1
9167,강정호,1
9168,왜인,2
9169,세고,1
9170,안검,2
9171,하수,1
9172,진단,1
9173,강지영,1
9174,악플다다,1
9175,e,1
9176,r,1
9177,간절하다,1
9178,전일,1
9179,안내상,1
9180,생생하다,2
9181,하느님,1
9182,한주,2
9183,찾아오다,4
9184,넝꿀째,1
9185,월요일,1
9186,안뎄다,1
9187,진진,3
9188,갸,1
9189,안도,2
9190,식탐,1
9191,엑,1
9192,완치,3
9193,병증,1
9194,진즉,2
9195,윈도,1
9196,한때,4
9197,으로서의,1
9198,형사고소,1
9199,대응,2
9200,분발,1
9201,하나같이,2
9202,무티,1
9203,맞춤법,1
9204,띄어쓰기,1
9205,장치,1
9206,완고하다,1
9207,아픔,4
9208,일어서다,2
9209,온도,1
9210,똥줄,1
9211,11월,2
9212,오프라인,1
9213,다다닥,1
9214,파멸,1
9215,코끼,1
9216,연상,4
9217,들통,2
9218,낄낄,1
9219,이기심,2
9220,능성,1
9221,천천히,2
9222,영양소,1
9223,섭취,1
9224,습관,3
9225,독,3
9226,간접,1
9227,36,2
9228,복고,1
9229,안효섭,2
9230,따라잡다,1
9231,안희정,1
9232,이탈리아,2
9233,요양,1
9234,알츠하이머,1
9235,깍두기,1
9236,갓김치,1
9237,지긋지긋,1
9238,알탕,1
9239,알함브라,1
9240,증오,1
9241,경계,1
9242,경쟁,3
9243,해석,1
9244,궁전,3
9245,팅,1
9246,하이,3
9247,페트,2
9248,맨홀,1
9249,앞머리,2
9250,쟤임,1
9251,없쟎,1
9252,신문사,1
9253,지불,1
9254,2.3,1
9255,로더,1
9256,가요대전,1
9257,음윈상,1
9258,적응,3
9259,뭐좀,2
9260,회부,1
9261,어떻든,1
9262,태우다,1
9263,^^*,2
9264,초등학교,1
9265,날때,1
9266,10분,2
9267,안갖,1
9268,애나,6
9269,애넨,1
9270,애둘,1
9271,둥맘,1
9272,다둥맘,1
9273,다섯째,1
9274,대고,3
9275,신격화,2
9276,배부르다,2
9277,줍다,4
9278,여하튼,3
9279,돈질,1
9280,아전,1
9281,뮈,1
9282,투구,1
9283,짜리몽땅,3
9284,⁉️⁉️,2
9285,전파,1
9286,로버,1
9287,이그리,1
9288,개때,2
9289,릴,2
9290,걸렀다,1
9291,<,1
9292,김용호,1
9293,종북좌파,1
9294,불장난,1
9295,명인,2
9296,개뿔,7
9297,터트린거자,1
9298,한적,3
9299,유희열,5
9300,음이탈,2
9301,지럴마,1
9302,제스쳐,1
9303,플레이,1
9304,포카,1
9305,구장,1
9306,그러하다,1
9307,야야,1
9308,위스키,1
9309,들이키다,1
9310,양사,2
9311,폐인,3
9312,9000,1
9313,드라이기,1
9314,춘해,1
9315,치킨,1
9316,ㄲㅈ,1
9317,랫,1
9318,엄지,3
9319,번죄,1
9320,엔터테이먼트,1
9321,탈탈,1
9322,어딧음,1
9323,걔네,2
9324,태환,2
9325,지워지다,2
9326,양기원,1
9327,양녀,4
9328,손실,1
9329,도입,1
9330,쓰리다,1
9331,속인,1
9332,쌓다,5
9333,물량,1
9334,우승,3
9335,괞,1
9336,정준호,4
9337,양복,1
9338,답닼,1
9339,뿔,1
9340,뿜뿜,2
9341,양세형,5
9342,괴짜,1
9343,성재,1
9344,까불까불,1
