tweet	class
Bitches will be bitches	1
Bitches will be bitches.	1
Bitches with kids are retarded	1
Bitches with trash pussy always want unprotected sex	1
Bitches, bitches, bitches.	1
Bite me bitch , chew on a 19 footer	1
Bitzy probably popped a Percocet before she had these drinks with Mellie. She seems like that kind of of trill ol' bitch. #ScandalABC	1
Bjergsen just made a full AS rune page. I don't just me full AS reds and Quints I mean AS reds, blues, yellows, and Quints. 47% AS	2
Blac Chyna's ass should've threw him off first of all. It's wop sided and those cheek piercing trashy as hell.	1
"Black Dynamite! &#128514;&#128514;&#128514;&#128514;&#128514;&#128514; ""All the hoes gone?! My dick harder than slavery!"" *wall-slides*"	1
Black bitches be boisterous belligerent buffaloes! #AlliterationTuesday&#160; #Damnismartallofasudden	1
Black bitches don't be kickin up in our school. Bitches still comin wit durags still on they head nd shit.	0
Black cops want to kill white citizens. Spic cops want to kill Anglo citizens. Zigeuner cops are all rapists.	0
"Black guy in class: *attempts to throw a paper ball into the trash* *misses* Mrs. Mundy: ""You're a disgrace to your race, Marcus"" &#128514;&#128514;&#128514;"	2
Black people like  disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity	0
Black twitter needs to get off Paul George dick about him impregnating a stripper. Wiz did. Tyga did. Kanye turned a hoe into a housewife	1
Blah blah Idgaf bout you crazy ass bitch	1
Blah blah blah blah.. How it sound when these bitches talk &#128530;&#128564;	1
Blah. In all honesty.... I just need some pussy. That's it	1
Blatt trash too ... but twitter said he was good	1
"Blocked his fuzzy butt&#128522; .:    Ignore this low life creature...."""	1
Blonde bitch wit her blue eyes, like butter when she spread	1
Blood this nigga Dion retarded	1
Blow up the pussy like Hussein. Bitch look at me crazy like who's sane? 	1
Blows my mind how some guys have these model type girls then cheat on them with some ghetto hoe.	1
Blunt to the head, fuck Feds, I eat pussy till my tongue red	1
Boats n hoes boats n hoes gotta have me my boats n hoes!!!!!!!	1
Bobby bitch	1
Bobby bitch dropping in five minutes though .... Let that sink in &#128588;&#128588;	1
Bobby bitch&gt;Hot nigga	1
Bobby bitch? Dickhead &#8220;: TOP 3 BOBBY SHMURDA SONGS: 1. HOT NIGGA 2. 3.&#8221;	1
Bobby stole the black from Gabby. Pedro: But she kept all the ghetto. #LifeMade	1
Bomb your house, Then fuck your bitch. All hail Al Qaeda	1
Bond had the hoes and the money Bourne kicked ass no gadgets hawk always let a bitch die	1
Boney ass bitch farting out mini basketballs &#128514;	1
Boosie ran this hoe	1
Boozer so trash	1
Bored then a hoe in the auditorium &#128557;&#128299; hmu! 	1
Bored then a hoe! Listening to these fuck ass adults lecturing us with  	1
Boss ass bitch remix &#128514;&#128514;&#128557; 	1
Bossd up on my old hoes	1
Boston's Jihadi Nest and Student Arm of the Muslim Brotherhood &#187; Joe For America  via 	2
Both but that was the old me lol RT  U be havin bitches on deck for the sex or it's a new joint every time?	1
Both of my bitches drive range rovers	1
Both of them hoes losers and need to hit the gym	1
Both trash but I guess they got tired of Chalmers trash starting RT : How chalmers lose his job to Norris Cole? Lmfaoooo	1
Both y'all pussy son beat it 	1
Bought that bitch mozzarella sticks. Bitches love mozzarella sticks	1
Bought these bitches breakfast and now getting kissed on my cheeks non stop...lol. Check out is literally in 5 mins tho	1
Bought this Lp in Manchester the other week, had no idea it was coloured vinyl. Man what a steal!!!!! #VinylGasm #Re-Machined	2
Bout tht time where the hoes are gettin dicked down	1
Bout to bust this bitch wide open. Such a waste of money!	1
Bout to dub dis bitch	1
Bout to get a breasts reduction these bitches be in the way&#128530;	1
Bout to make some brownies in a few.	2
Bout to put me some hoes on backpage .. Try my pimp hand out! &#128526;&#128075;&#128162;	1
Bout to smoke a 3.5 n dis bitch .. #Pollution	1
Bout to unfollow all the bitches I follow currently and follow all new bitches. I need change in my life and I feel like that's a good start	1
Bouta Rasengan all these stupid bitches	1
Bow down bitches, bow down bitchess	1
Bowling Green's campus looks old as fuck. Like state penitentiary old. But they do have a lot of bitches so I guess that counts for a lot	1
Boy Yo bitch a lame , Dont Nobody Know Her but you	1
Boy Yung thug is a fag	0
Boy a bitch STILL ain't got the proper amount of sleep &#128514;&#128557;&#9995;&#128553;	1
Boy damn jitt got his ass bitch slapped in da court yard comin to 6th period &#128514;&#128514;&#128514; i was yelln n shit	1
Boy these downlow niccas should be ashamed	1
Boy you gotta turn that Nikki song all the way down on the volume kuz it's trash ... But that the ass fat lawd&#128525;&#128525;&#128525;&#128588;&#128588;&#128588;	1
Boy! &#128514;&#128514;&#128514; RT : Some hoes be setting themselves up for failure shit be so funny!! I'm sleep tho &#128526;&#128526;&#128514;&#128514; 	1
Boyfriends and brothers will drop off and pick up bitches from their fast food job as long as their promised a free meal.	1
Boys dont wanna seem like bitch thats why they dont express feelings like us females do	1
Boys want bad bitches , and dummies. Men want strong women who respect themselves and support his grind while handling hers.	1
Boyyyyy if I had a bitch who pussy taste lil mama's spaghetti.... THAT WOULD B 1 HAPPY BITCH!!!&#8230; 	1
Brackin in da bity boolin wit sum bitches straight bleedin	1
Brad Pitt is older than Charlie Sheen. What the fuckkkkkkkkkkkkk.	1
Brady heard yall say he was washed, now he washing the league on you hoe ass niggas.	0
Brag bout your hoes, you prolly get 0 to no pussy.	1
Brag to you about the hoes he hittin and when you ask for a pic he show you some sorry ass female.. Then all you can do is laugh..	1
Brandon Jennings trash	2
Break shit fuck the law....grrrr...fuck that shit...punch that bitch!	1
Breakfast fried chicken jerk chicken Tater tots white rice nd press yellow rice nd beans Mac nd cheese 	2
Breakfast of champions shrimp lobster balls (no sandusky) French fries nd a nice big Quahog (clam for&#8230; 	2
Breaking News: ur a little bitch	1
Breaking yo bitch like a KitKat nigga	1
"Breakup Anthem &#128680;&#128680;&#128680;""We threw shidd lemme just fall back pick up my side hoes cuz i stayed in contact"" &#128526; "	1
Breezy gotta sleep this hoe	1
"Briahna told me the best advice I ever gave her was that it ""aint nothing to cut dat bitch off"" lmao."	1
"Brie said ""We were together since before we were born."" You guys are twins.. duh bitch. Omg who wrote the script?! #BellaTwins"	1
Brilliant job by  to limp it back to the pits without causing a yellow. Wish he didn't need to though. #PLM	2
Bring a niggah some icecream	1
Bring another bitch for a real nigga.	1
Britt attitude be for no reason , bitch mad at breakfast &#128514;&#128514;	1
Bro I'm bored then a hoe rt	1
Bro everybody is a ho then, fuck it, your favorite Color is mango red you are a ho, you charge your phone all the way to 100% = Ho, smh	0
Bro what in the fuck y'all bitches thinking ... That is not ok	1
Bro's before hoes, not bro's over your girlfriend	1
Bro's before hoes, not bro's over your girlfriend...	1
Broke bitches be like oh he Got MONN-NEYYY	1
Broke bitches make me sick	1
Broke bitches on my tl...	1
Broke bitches that talk shit those the ones that I stunt for &#128526;	1
Broke bitches that talk shit, now them the bitches I stunt for &#9994;	1
Broke hoes always wanna argue u ain't ate all day were u get that energy from &#128514;&#128514;	1
Broke pussy boy Deion's record.	1
Broner would still knock half u niccas out	1
Brooo Chinese sounds goooood then a hoe rn but my momma making carne con chile so I guess I'm gucci with that &#128527;&#128076;	1
Brooooooo that wingstop went sooooo clutch, I straight ran through that hoe!!	1
Brown is a color so my eyes are colored	2
Brownies brownies brownies	2
Browns and redskins shouldn't be considered nfl teams	2
Brrr hoe dichter bij het Sint gebeuren hoe racistischer de drek op twitter en het komt nagenoeg alleen van de proZwartePieten hoek. Engvolk	1
Bruh I'm ready to get this four wheeler that bitch is fast asf	1
Bruh RT : He def wanted to call L Rock a nigger in that last RT LMAOOOOOOOOOOOOOOOOOOOOOOOOOOOO	1
Bruh bitches be wearing heels and club outfits to school and shit &#128553;&#128514;&#128128;	1
Bruh leave it to the coins coons	1
Bruh this niggah always falls asleep ! &#128530;&#128529;	1
Bruh went so hard on that bitch he deserves pimp of the year	1
Bruh. Sasuke and Sakuras daughter gonna be a bad Uchiha bitch	1
Bruh. pt. 2 jaxon1114 killed this hoe too last night while we was sleep. 	1
Bruh...  soo trash....	2
Bruhhhh hoes ass laws had to fuck up the fun &#128532;&#128532;	1
Bruised ankle is a bitch	1
Brutus looking girl getting off the elevator as I'm walking into a different one... No bitch u can't come in, u can't u can't come in.	1
Bryant must think he's so cute going out w his stupid ass friends and leaving me here but watch when he gets back &#128074;&#128165;&#128074;&#128162;&#128074;&#10024; lil bitch	1
Bsd bitch make it clap	1
Bt bitches &amp;&amp; niggahs always had there hand out	1
Bt dubz, ur best pals bitch about u to me quite often... #stoplivingafuckinglie #hatredisincreasing	1
Buddy a fruit &#8220;:  Brandon said you a dirty ass coon&#8221;	1
Buddy drug the whole train lmao good ... extra ass hoes	1
Buddy slapped his rent stress out on that messy bitch. What I done told u hoes bout New York niggas &amp; they temper? #TrainVideo	1
Build a bear &lt;&lt;&lt;&lt; build a bitch	1
Bull color schemes? DULL, you stupid bitch. DUKE WEARS BOLD PASTEL COLORS. Bull makes no sense.	1
Bullets stick to a nigguh damn liver	1
Bullets through a nigguh tru jeans	0
Bullying laws are for pussies.	1
Bum ass hoe	1
Bum bitch won't even my type	1
Bumoose ducking those insults like a scared white pussy	1
Bumped into a bitch that filed for sexual harassment at work against a co-worker...I aint been so shook in my life	0
Bumpin that nigga nigga Rick Ross B.M.F this hoe going harrrrd highh outside enjoying this weather	1
Bunch of hurt niggas &amp; bitches on my IG timeline tonight.. Muhfuckas lame as hell b	1
Burn bitch 	0
Burnating all Yankees and their thatch roof cottages!!!!!! #Astros 	2
Burritos are trash	2
Bussin bitches with my Gwale' Gwalas	1
Bussy RT : Is that avi pussy poppin on a handstand??	1
Bust a nicca head,smack a ho,shoot the club up! &#128514; &#128266;&#128266;&#128131;&#128131;&#128131;	1
Bust a nicca head,smack a hoe and shoot the club up! &#128514;RT :   So what we doing??	1
Bust in dat bitch face I don't want sons! -- 	1
Busted my lip playing ball so now I can't enjoy pussy and this delicious MANGO	1
But Carl is a bitch &#128526;	1
But I callin out da race card. Ain't no colored podcasts out dare	2
But I can't buy tomorrow. That's why I go hard hoe.	1
But I can't get her to smoke unless I bitch about it. The struggles of having a girl who doesn't... In actuality it's a great thing.	1
But I have the hoes &#128542; 	1
But I'm calling this bitch yeah ok after you called me I return calls especially if it ain't my girl&#8230; 	1
But atleast they let me know...ur a faggot if u keep those type of twitter secrets	0
But bitch you gon shave or wax that pussy before I bless it, Foh.	1
But bitches are crazy, I'd be in jail for sure	1
